"legacyField","storageOwner","cardinality","currentConsumerModule","consumerLocation","currentRuntimeMeaning","targetLayer","targetRelation","conversionMode","derivationMode","rawSourcePresenceRule","compatibilityStatus","removalGate","parityRisk","knownIssueIds","notes"
"tendonStressTags","canonical asset plus Room runtime_exercise_metadata override","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Persisted or resolved exercise property used by shared metadata/data code","CONNECTIVE_TISSUE","ExerciseTissueLoadRelation","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"tendonStressTags","canonical asset plus Room runtime_exercise_metadata override","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","CONNECTIVE_TISSUE","ExerciseTissueLoadRelation","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"tendonStressTags","canonical asset plus Room runtime_exercise_metadata override","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt","Persisted or resolved exercise property used by shared metadata/data code","CONNECTIVE_TISSUE","ExerciseTissueLoadRelation","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"tendonStressTags","canonical asset plus Room runtime_exercise_metadata override","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","CONNECTIVE_TISSUE","ExerciseTissueLoadRelation","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"tendonStressTags","canonical asset plus Room runtime_exercise_metadata override","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","CONNECTIVE_TISSUE","ExerciseTissueLoadRelation","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"tendonStressTags","canonical asset plus Room runtime_exercise_metadata override","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","CONNECTIVE_TISSUE","ExerciseTissueLoadRelation","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"tendonStressTags","canonical asset plus Room runtime_exercise_metadata override","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","CONNECTIVE_TISSUE","ExerciseTissueLoadRelation","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","badminton analysis","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt","Exercise property consumed by badminton analysis","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt","Exercise property consumed by OFI/readiness","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidateClassificationPolicy.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SeedData.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"trainingRole","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/SeedData.kt#trainingRoleFor","Legacy fallback path that manufactures or substitutes a classification","PROGRAM_GENERATION","ExerciseProgramCapability","CURRENT_RESOLVER_OUTPUT","LEGACY_HEURISTIC_FALLBACK","Fallback is used when explicit source is blank, unknown, or unsupported","BASELINE_V1_ONLY","Reviewed stableKey relation AND parity AND rollback AND explicit approval","HIGH","META-SEED-TRAINING-ROLE","BASELINE_V1 preserves this current fallback; REVIEWED_V1 remains UNRESOLVED until human review"
"trainingRole","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
